CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.0,0.16551443847757338,0.06781524926686218,0.0,0.273695830477041,0.4558446556550128,0.49567539105883546,0.23838925398768368,0.0,0.18897873782313399,0.2524957633267373,0.6931471805599452,0.08588399412377948,3.2188758248682006
0.00023589471383251288,0.0,0.2423020527859238,0.0,0.15942773692810197,0.4369622898362954,0.5781280868848844,0.2993353931326901,0.04255961441879593,0.09981079325195306,0.44031183943833263,0.6931471805599452,0.18603980111083265,3.1179499062782403
0.0002356699716511248,0.0,0.2423020527859238,0.0,0.15942773692810197,0.5273203729323218,0.46961735485736217,0.2993353931326901,0.04255961441879593,0.09981079325195306,0.44031183943833263,0.6880025966109696,0.06153318181144175,3.5751506887855933
0.00029275286287910716,0.0,0.06304985337243403,0.0,0.13994084925460543,0.5059469094428497,0.36590104731202505,0.3705593212114958,0.08338160893905106,0.06465778883405697,0.5001303346492426,0.6902811074512862,0.032843228788449905,3.5380565643793527
0.0007048216302691453,0.0,0.06304985337243403,0.0,0.13994084925460543,0.5230139292868933,0.42416995543600083,0.3705593212114958,0.08338160893905106,0.06465778883405697,0.5001303346492426,0.6931471805599452,0.0947079515416189,3.616308761279101
0.00026443656033909685,0.0,0.06304985337243403,0.0,0.13994084925460543,0.43807566905689405,0.4540427376377374,0.3705593212114958,0.08338160893905106,0.06465778883405697,0.5001303346492426,0.6896360562991314,0.09169135800219326,3.391147045808654
0.0009208988789505701,0.11778303565638346,0.27162756598240473,0.0,0.2515430258359077,0.38501080271788857,0.5044199814475867,0.3385576619205186,0.16034265007517937,0.21239901203123251,0.24419696051204198,0.6915068223417518,0.2587067092480989,3.173878458937465
0.0015524661724105539,0.11778303565638346,0.27162756598240473,0.0,0.2515430258359077,0.40565669734143556,0.6728603990048245,0.3635224732954533,0.16034265007517937,0.21239901203123251,0.24419696051204198,0.6931471805599452,0.39250436382269943,3.3357695763397
0.002300602974873347,0.11778303565638346,0.27162756598240473,0.0,0.2515430258359077,0.33406054973879984,0.6931471805599453,0.3718077960700905,0.16034265007517937,0.21239901203123251,0.24419696051204198,0.6801144146382588,0.575571077133995,2.8622008809294686
0.0018384822813647139,0.11778303565638346,0.27162756598240473,0.0,0.2515430258359077,0.38396723361718105,0.6177708768846313,0.4032833276813269,0.16034265007517937,0.21239901203123251,0.24419696051204198,0.6802165949098917,0.3535519709858572,2.990719731730447
0.0024536614106962875,0.11778303565638346,0.27162756598240473,0.0,0.2515430258359077,0.4315011865281997,0.6633566315907863,0.3882616516671693,0.16034265007517937,0.21239901203123251,0.24419696051204198,0.6876096618267495,0.4164421667393153,2.772588722239781
0.0012485194761250342,0.11778303565638346,0.27162756598240473,0.0,0.2515430258359077,0.3846195919154813,0.6009731694915087,0.3808331168255949,0.16034265007517937,0.21239901203123251,0.24419696051204198,0.6931471805599452,0.2764436607228849,2.990719731730447
0.0009825464559423997,0.11778303565638346,0.27162756598240473,0.0,0.2515430258359077,0.3688443206414552,0.31611038280900955,0.33142824903861545,0.16034265007517937,0.21239901203123251,0.24419696051204198,0.6850454602110326,0.3262498725546604,3.122364924487357
0.006982878143682237,0.0,0.28152492668621704,0.0,0.273695830477041,0.37676306335388793,0.4741146319522578,0.28168059511713095,0.12260232209233235,0.20620704178331145,0.6384887680220813,0.6931471805599452,0.16567344106403864,3.0633909220278057
0.007074398636188869,0.0,0.28152492668621704,0.0,0.273695830477041,0.3959030265874613,0.6099670468681031,0.26468599844685603,0.12260232209233235,0.20620704178331145,0.6384887680220813,0.671635493673235,0.2113747910780956,2.954910279033736
0.00695642492878633,0.0,0.28152492668621704,0.0,0.273695830477041,0.36152997192056585,0.43954973033517053,0.2672439278501814,0.12260232209233235,0.20620704178331145,0.6384887680220813,0.6915320790126712,0.1705714100395858,3.039749158970765
0.011706099296803848,0.0,0.28152492668621704,0.0,0.273695830477041,0.37492095756982047,0.24049978077075268,0.2672439278501814,0.12260232209233235,0.20620704178331145,0.6384887680220813,0.6803953852659055,0.1256013017205398,3.1822118404966093
0.008705183353138237,0.0,0.28152492668621704,0.0,0.273695830477041,0.38213836308782406,0.5941742764462332,0.25034702132595205,0.12260232209233235,0.20620704178331145,0.6384887680220813,0.680267681130672,0.3053235556132679,2.917770732084279
0.008911406789441233,0.0,0.28152492668621704,0.0,0.273695830477041,0.3097588608649874,0.29792806372581915,0.217136585038404,0.12260232209233235,0.20620704178331145,0.6384887680220813,0.5469059490122359,0.24281631691291455,3.054001181677967
0.008054258928336732,0.0,0.28152492668621704,0.0,0.273695830477041,0.3471451033220669,0.52229410907981,0.217136585038404,0.12260232209233235,0.20620704178331145,0.6384887680220813,0.6856172627387312,0.2339022454942255,2.954910279033736
0.013901704487123301,0.0,0.28152492668621704,0.0,0.273695830477041,0.32565656006870586,0.6833152772974548,0.21723904030579205,0.12260232209233235,0.20620704178331145,0.6384887680220813,0.6671813158499534,0.42675993407873725,2.681021528714291
0.009460794110563997,0.0,0.28152492668621704,0.0,0.273695830477041,0.3788641803448605,0.6359281845250853,0.23280672132124888,0.12260232209233235,0.20620704178331145,0.6384887680220813,0.6876223395526193,0.28809589410055836,3.0252910757955354
0.01368752730967636,0.0,0.28152492668621704,0.0,0.273695830477041,0.40181792103426994,0.649467519430119,0.23025295746210683,0.12260232209233235,0.20620704178331145,0.6384887680220813,0.6931471805599452,0.38445866600988743,2.785011242238338
0.010978198067194868,0.0,0.28152492668621704,0.0,0.273695830477041,0.358723046332388,0.6931471805599453,0.23876174949697293,0.12260232209233235,0.20620704178331145,0.6384887680220813,0.6901673051258025,0.4060168322600908,2.740840023925201
0.008326940830090772,0.0,0.28152492668621704,0.0,0.273695830477041,0.373471204432867,0.6622950603658275,0.2603287540277383,0.12260232209233235,0.20620704178331145,0.6384887680220813,0.689901715990631,0.33792970443086195,2.8094026953624978
0.009332745794975972,0.0,0.28152492668621704,0.0,0.273695830477041,0.3296607076347238,0.6166597656592082,0.26417641939697895,0.12260232209233235,0.20620704178331145,0.6384887680220813,0.5677453014939511,0.34205423153888675,2.7013612129514133
0.007453226694013494,0.0,0.28152492668621704,0.0,0.273695830477041,0.358723046332388,0.6419080881833027,0.2799294675961981,0.12260232209233235,0.20620704178331145,0.6384887680220813,0.6675823585663773,0.308166197121365,2.8678989020441064
